file,seed,result,objective,time,steps,intervals,cplex_10_objective,cplex_10_time,cplex_10_relative_objective,cplex_10_relative_time,cplex_100_objective,cplex_100_time,cplex_100_relative_objective,cplex_100_relative_time
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1002_data.dat,1002,0,18718118.28892237,2.057291030883789,415,107,16136355.88755174,1.077871561050415,0.1379285225961282,0.5239276042473064,18446414.09934169,14.719541788101196,0.014515571778466485,7.15481746001578
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1003_data.dat,1003,0,24387991.263864465,1.410811185836792,284,110,21053638.628938027,0.9997677803039551,0.13672108534280672,0.7086474719938973,24047372.761159323,15.91820478439331,0.013966648545172895,11.283015717621897
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1004_data.dat,1004,0,16742564.730715547,2.235300064086914,432,103,14295572.964383021,1.0759050846099854,0.1461539379234609,0.48132467846077576,16480664.427428478,19.3011212348938,0.01564278278145712,8.634689160973121
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1005_data.dat,1005,0,21352195.148044005,1.2427496910095215,277,91,18335000.58133096,1.0500636100769043,0.14130605990595024,0.8449518174684938,21030893.285177983,25.004223823547363,0.01504772041648631,20.120080499264265
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1006_data.dat,1006,0,20305931.548866283,2.037194013595581,384,104,17563943.171960652,1.0185208320617676,0.13503386290390215,0.499962608011061,20020283.411041766,23.073145151138306,0.01406722647208298,11.325943919506692
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1007_data.dat,1007,0,19963183.600137655,1.5625548362731934,302,105,17292188.911844432,1.0935389995574951,0.13379602881951178,0.6998403986676492,19674649.57677599,21.31392502784729,0.014453307104768335,13.640433303884905
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1008_data.dat,1008,0,18640041.81088097,1.3278157711029053,299,112,16109131.094141481,0.8747954368591309,0.13577816736774112,0.6588228999061456,18377785.53455653,14.12490177154541,0.014069511162327429,10.637696944820167
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.4_seed1009_data.dat,1009,0,21836451.155957118,1.8450794219970703,361,122,19019291.254682764,0.9685251712799072,0.12901180146691624,0.5249232958392644,21538298.09481275,20.354267120361328,0.013653915602628904,11.031648219419385
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1000_data.dat,1000,0,18773907.720407072,0.7758772373199463,198,96,16159980.531728156,1.0153884887695312,0.13923191844804908,1.308697355624081,18506229.640000805,15.026511907577515,0.014257984240292365,19.367125602862703
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1001_data.dat,1001,0,19994426.126118615,0.7028720378875732,173,77,17295380.356947955,1.105942964553833,0.13498990929501653,1.5734627427741439,19713409.611020565,18.87869167327881,0.014054742723071197,26.85935797078688
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1002_data.dat,1002,0,18732636.249333017,1.80637788772583,366,108,16152189.536731936,1.1120922565460205,0.13775139164905092,0.6156476250637167,18461210.6820449,15.079673051834106,0.01448944845111055,8.348016854224735
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1003_data.dat,1003,0,24347286.73104976,1.2456464767456055,274,106,21017612.56039408,1.0310139656066895,0.13675750433453412,0.8276938801290812,24007302.532837927,17.4531352519989,0.013963946043246644,14.011307042426052
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1004_data.dat,1004,0,16697345.380688244,1.4564721584320068,286,104,14258446.476995468,1.333848237991333,0.14606506891290333,0.9158075767320627,16435998.187873121,20.60808801651001,0.015652020537192165,14.149318198224979
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1005_data.dat,1005,0,21328330.540552698,1.011404275894165,231,89,18326190.105822697,1.0466299057006836,0.14075834154116612,1.0348284367053682,21009366.8207338,24.18865156173706,0.014954931386328373,23.915907949224646
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1006_data.dat,1006,0,20289615.34668617,1.5812592506408691,325,104,17556646.761981703,1.1172552108764648,0.13469790028083664,0.7065604267128569,20003917.881645866,20.906903505325317,0.014080970001580918,13.22167980794544
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1007_data.dat,1007,0,20027218.423657916,1.4486007690429688,278,108,17350974.045174878,1.1589794158935547,0.13363035853853886,0.8000682042018001,19737942.94608719,22.07750654220581,0.014444116574322161,15.240573534136335
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1008_data.dat,1008,0,18634288.676179092,1.312192678451538,268,112,16108025.02929603,1.1403939723968506,0.13557070467157034,0.8690750917331594,18372200.884383302,15.981160402297974,0.014064813331502522,12.178973914986823
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.8_nz0.6_seed1009_data.dat,1009,0,21746512.410489954,1.8296558856964111,344,109,18945861.18154167,1.0787296295166016,0.12878622447971577,0.5895806079983237,21449490.216265887,22.393805742263794,0.013658382945156356,12.239353813649046
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1000_data.dat,1000,0,17279821.074905954,0.7188816070556641,142,84,14944263.232118018,0.6426165103912354,0.1351609969028946,0.8939114648143677,17034741.19632118,11.312506437301636,0.014183010201458925,15.73625799613161
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1001_data.dat,1001,0,18670248.27124839,0.9489657878875732,235,73,16233628.456768483,0.7342014312744141,0.13050816352732844,0.7736858806140617,18409986.013464287,14.26307225227356,0.013939946271892807,15.030122723416186
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1002_data.dat,1002,0,17311664.460568264,2.438847303390503,454,108,15034550.161578506,0.7185828685760498,0.1315364160492174,0.2946403686598463,17064018.160483748,12.425164222717285,0.014305169826309543,5.094687234187943
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1003_data.dat,1003,0,22814143.531076275,1.4680988788604736,295,112,19771580.292213645,0.7430081367492676,0.1333630269625596,0.5061022438256914,22496118.990863398,13.754379510879517,0.01393979746728954,9.368837282646489
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1004_data.dat,1004,0,15808221.270719737,1.7002630233764648,349,97,13569924.27659715,0.8272926807403564,0.1415906923233925,0.48656747183590365,15562784.93484106,18.741923332214355,0.015525866678832434,11.022955316052062
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1005_data.dat,1005,0,19987682.591833033,1.627856969833374,353,89,17225769.69402761,0.8123095035552979,0.13818074632293492,0.49900545232696036,19688474.901359905,23.905875205993652,0.014969603859698291,14.685488743179098
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1006_data.dat,1006,0,19011599.837784946,1.56276535987854,317,95,16531912.279712155,1.1091153621673584,0.13043024149627275,0.709713300948493,18747175.018748786,19.051653385162354,0.013908604288557757,12.19098776712268
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1007_data.dat,1007,0,18596552.56470319,1.2028439044952393,227,89,16215175.887980841,0.7582874298095703,0.12805473855634253,0.630412164850083,18329492.622832026,16.73110318183899,0.014360723093271074,13.909621289439064
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1008_data.dat,1008,0,17125894.66851773,1.5936851501464844,321,114,14894350.91768068,0.6717269420623779,0.13030231669819053,0.42149287894201426,16887394.688175116,12.7997465133667,0.013926278595012396,8.031540302794566
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.2_seed1009_data.dat,1009,0,20557777.67249502,1.4518356323242188,318,101,18007143.44951353,0.7185733318328857,0.12407149564585837,0.4949412425444704,20279477.03910371,17.668477773666382,0.01353748628985602,12.169750748837332
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.4_seed1000_data.dat,1000,0,17307455.641291842,0.9399187564849854,182,89,14980259.83196966,0.9095704555511475,0.13446204095823286,0.967711782827559,17062841.290183138,13.418506860733032,0.014133466881469676,14.276241183774466
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.4_seed1001_data.dat,1001,0,18706681.111419134,0.827786922454834,219,71,16264517.968170986,0.8457400798797607,0.1305503166864472,1.021688138502703,18446041.06256089,15.590384006500244,0.013932992565909581,18.833812885405777
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.4_seed1002_data.dat,1002,0,17319801.488316007,1.8919076919555664,345,101,15040012.904556032,0.9654185771942139,0.13162902503807145,0.5102884148625195,17072022.701382846,14.284546375274658,0.014306098548549397,7.550340027694198
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.4_seed1003_data.dat,1003,0,22703915.37569759,1.5558393001556396,335,103,19678323.325186305,1.0721344947814941,0.1332630077431445,0.6891036205823071,22387378.080380067,15.876384973526001,0.01394196948321727,10.2043861290416
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.4_seed1004_data.dat,1004,0,15643046.752366288,1.3563742637634277,310,95,13426156.057504617,1.2177183628082275,0.14171732207642523,0.8977746005217746,15398938.10946193,20.326945066452026,0.015604929574696325,14.986236180899223
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.4_seed1005_data.dat,1005,0,19965666.548018854,1.1658833026885986,274,81,17210013.676821806,1.007307529449463,0.13801957798751704,0.8639865817844288,19666955.398249462,30.293870449066162,0.014961241041012591,25.983621499001345
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.4_seed1006_data.dat,1006,0,18964539.46076108,1.089087963104248,254,86,16491123.465892602,0.9644222259521484,0.13042320378969102,0.8855319851329891,18700877.49192901,24.33740520477295,0.013902893311889085,22.346592772363017
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.4_seed1007_data.dat,1007,0,18718987.447735503,1.1139907836914062,221,95,16314994.772515658,0.9973022937774658,0.1284253585794601,0.8952518354530076,18451830.99365688,22.7993221282959,0.014271950062712443,20.46634717456665
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.4_seed1008_data.dat,1008,0,17145939.319436673,1.2187609672546387,265,105,14914991.286124535,1.054180383682251,0.13011524138447933,0.8649607363590588,16907334.53770476,14.626581192016602,0.013916110239666593,12.0011893923418
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.4_seed1009_data.dat,1009,0,20381955.44900869,1.503978967666626,323,107,17857909.292210437,0.9494791030883789,0.12383729142735479,0.6313114235642966,20106094.84404561,21.015922784805298,0.013534550482814251,13.973548325220806
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.6_seed1000_data.dat,1000,0,17319594.56294457,1.029242753982544,189,93,14993272.235171415,1.0466258525848389,0.13431736634010716,1.0168892115441501,17074901.520850673,16.215670824050903,0.014128104512181733,15.754952620561196
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.6_seed1001_data.dat,1001,0,18743805.896567207,0.8435313701629639,212,72,16294321.893079981,1.109117031097412,0.13068231804170738,1.3148497736167644,18482543.169106867,20.546871185302734,0.013938616783701759,24.358158939996784
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.6_seed1002_data.dat,1002,0,17346597.624248277,2.19199800491333,408,98,15065296.062608376,1.1883840560913086,0.13151291169923374,0.5421465044345678,17098415.647531133,26.001283645629883,0.014307242382230523,11.86191026969386
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.6_seed1003_data.dat,1003,0,22643031.22394684,1.4996488094329834,319,104,19625491.135631125,1.0622878074645996,0.13326573012558587,0.7083577173420024,22327546.879023764,25.37907338142395,0.013932955433520978,16.923344466908734
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.6_seed1004_data.dat,1004,0,15596186.868704133,1.6327672004699707,338,94,13387526.235189974,1.1421759128570557,0.14161542511048877,0.6995338420126858,15352696.013601076,37.90041422843933,0.015612204262033712,23.21238093068638
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.6_seed1005_data.dat,1005,0,19951301.559288852,0.9936187267303467,225,85,17204651.40118715,1.091740369796753,0.13766771806538733,1.0987518053220378,19653673.37248345,34.55163264274597,0.014917732856723445,34.77353205332931
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.6_seed1006_data.dat,1006,0,18947576.587449342,1.333709478378296,297,89,16477504.017917823,1.1091151237487793,0.1303635089232291,0.831601740655987,18684069.131623264,25.80464220046997,0.013907185154254605,19.348023403002834
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.6_seed1007_data.dat,1007,0,18818733.89974293,1.2271981239318848,254,101,16400006.667343209,1.1294336318969727,0.1285276281223554,0.9203352008706799,18551025.29161249,23.006328105926514,0.014225643954405301,18.74703656832144
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.6_seed1008_data.dat,1008,0,17153234.04012502,1.2055637836456299,300,97,14920685.258789117,1.0310094356536865,0.13015322802181223,0.8552093631544817,16914536.5436438,16.423139572143555,0.01391559725255643,13.622787773600757
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.9_nz0.6_seed1009_data.dat,1009,0,20292831.347251676,1.5595064163208008,309,109,17783954.641124435,1.1247484683990479,0.12363364496532055,0.7212208020615669,20017909.483820148,23.11833167076111,0.013547733124424836,14.824133731557225
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.2_seed1000_data.dat,1000,0,15948871.339162575,0.42687344551086426,93,80,13882969.442827482,0.6776652336120605,0.12953279592031416,1.5875085244552027,15724904.752753064,12.161030530929565,0.014042785953107501,28.488608646939266
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.2_seed1001_data.dat,1001,0,17496668.994535916,0.6542501449584961,167,73,15296702.263767025,0.6873390674591064,0.1257363176645752,1.0505753384322283,17254870.67001175,14.955319166183472,0.013819677596900077,22.858717390322013
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.2_seed1002_data.dat,1002,0,16068132.929611288,1.195802927017212,254,90,14067585.730924852,0.7498252391815186,0.12450402342637527,0.6270475027619044,15841887.393593792,13.174657344818115,0.014080387373479948,11.017415200413273
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.2_seed1003_data.dat,1003,0,21246269.89977587,2.05350661277771,433,103,18515183.86580256,0.8484368324279785,0.12854425962093802,0.4131648893403495,20951709.951997977,13.460193634033203,0.013864078220196231,6.5547359576437145
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.2_seed1004_data.dat,1004,0,14802505.126831755,1.312492847442627,299,88,12785088.96558028,0.8596782684326172,0.13628883381331214,0.6549965358727003,14574454.508169727,20.639983892440796,0.015406217846778637,15.725787712030204
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.2_seed1005_data.dat,1005,0,18696701.97095681,1.7218413352966309,367,80,16183071.092822064,0.9372820854187012,0.1344424745091078,0.5443486959018965,18418190.01054751,24.849557399749756,0.014896314913824643,14.431967040371225
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.2_seed1006_data.dat,1006,0,17797465.491622888,1.2126500606536865,290,89,15552721.976230606,0.7654440402984619,0.12612714526396257,0.6312159337095522,17553419.295781203,24.72236943244934,0.013712412925118768,20.387059906732365
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.2_seed1007_data.dat,1007,0,17387712.047730803,1.468308448791504,270,95,15255443.339443844,0.8358311653137207,0.1226307810040616,0.5692476713606425,17143366.189463355,21.751904249191284,0.014052789556020821,14.814260768637721
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.2_seed1008_data.dat,1008,0,15726230.562054012,1.218878984451294,251,101,13793894.056380201,0.6877686977386475,0.1228734691411918,0.5642633161390195,15511189.95410093,16.156222105026245,0.013674008345773368,13.25498454819888
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.2_seed1009_data.dat,1009,0,19243606.003825415,1.9163389205932617,369,98,16940830.50218338,0.7810661792755127,0.1196644486061639,0.40758248495715443,18984675.06344437,17.57537317276001,0.013455427237991351,9.171328194554965
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.4_seed1000_data.dat,1000,0,15955017.73686631,0.5654811859130859,124,80,13903665.247808555,0.9285204410552979,0.12857099395871036,1.642000590268994,15732229.702495549,14.005622148513794,0.013963509038036248,24.76761826460916
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.4_seed1001_data.dat,1001,0,17552651.462160185,0.47373414039611816,147,67,15342307.454444945,0.9295215606689453,0.12592650247059686,1.9621164729477072,17310291.38175855,18.324849367141724,0.013807605131573078,38.68171576534297
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.4_seed1002_data.dat,1002,0,16067748.436893623,1.33546781539917,290,91,14061302.683484668,1.1309783458709717,0.12487410798652393,0.8468780249360959,15841376.039631266,14.491348505020142,0.01408861970620457,10.851140205642988
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.4_seed1003_data.dat,1003,0,21109548.73476857,1.485994815826416,336,100,18397989.00759322,1.142946481704712,0.1284518092378387,0.7691456723347164,20817074.614441425,17.926000833511353,0.013855062654438659,12.063299711810938
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.4_seed1004_data.dat,1004,0,14622617.006793004,1.7473289966583252,365,109,12629192.330574676,1.0860836505889893,0.13632475467915714,0.6215679203321568,14396303.950454976,22.04559874534607,0.015476918819175279,12.616741774163376
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.4_seed1005_data.dat,1005,0,18663666.387083277,1.534900188446045,323,79,16159249.169519512,1.0103003978729248,0.13418677582540903,0.6582189548727383,18385898.603101604,24.802666187286377,0.014882809101962439,16.159139450231585
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.4_seed1006_data.dat,1006,0,17737124.356382985,1.2725801467895508,317,88,15500257.185263995,1.013291358947754,0.12611216599572508,0.796249541927927,17493265.857318755,23.874578952789307,0.013748479977052938,18.76076647354573
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.4_seed1007_data.dat,1007,0,17545793.02782996,1.330411434173584,258,94,15381901.952634683,0.9315109252929688,0.12332820019950413,0.7001675582197611,17298272.8142801,21.046778917312622,0.0141070975337085,15.819751977993423
MCQN_K200_I40_T500_gdexponential_gdp[0.5]_hdexponential_hdp[0.5]_alpdexponential_alpdp[0.5]_cdexponential_cdp[0.5]_alpr1000_cs2_ar0.1_sr0.99_nz0.4_seed1008_data.dat,1008,0,15725023.830340734,1.3683545589447021,280,97,13796807.971233035,0.8228013515472412,0.12262085449990177,0.6013071291857275,15509912.412475582,17.515992879867554,0.013679560691673079,12.800770652144557
