file,seed,result,objective,time,steps,intervals,T,maxT,mean_tau,max_tau,min_tau,std_tau,buffer_cost,real_objective,cplex_x_1_objective,cplex_x_1_real_objective,cplex_x_1_time,cplex_x_1_relative_objective,cplex_x_1_real_relative_objective,cplex_x_1_relative_time,cplex_x_10_objective,cplex_x_10_real_objective,cplex_x_10_time,cplex_x_10_relative_objective,cplex_x_10_real_relative_objective,cplex_x_10_relative_time,cplex_x_100_objective,cplex_x_100_real_objective,cplex_x_100_time,cplex_x_100_relative_objective,cplex_x_100_real_relative_objective,cplex_x_100_relative_time,cplex_x_1000_objective,cplex_x_1000_real_objective,cplex_x_1000_time,cplex_x_1000_relative_objective,cplex_x_1000_real_relative_objective,cplex_x_1000_relative_time
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1007_data.dat,1007,0,1645684015.5572257,17.950650691986084,2681,880,1600.0,1608.482578252312,1.818181818181818,1141.225952188257,2.3331739767162488e-08,39.02973951099463,1647033773.2192962,1349757.6620705128,1612799054.3109958,34234718.90830034,0.07095837593078613,0.0199825488583208,24.363604053030286,0.003952969569090044,1642473636.8711565,4560136.348139748,0.26984477043151855,0.0019507868191708762,2.3784852468587223,0.015032589907840415,1645388518.9783125,1645254.2409836887,3.9857006072998047,0.00017955851555933192,0.2189256540021322,0.2220365531974385,1645662380.0228202,1371393.1964759037,71.71769642829895,1.314683390059252e-05,0.016029199176541293,3.995270013265687
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1008_data.dat,1008,0,1666134846.8955204,17.04917573928833,2690,860,1600.0,1600.1164450477434,1.8604651162790702,1351.3341451588624,5.07585252331657e-10,46.15035094405051,1672155702.9081342,6020856.012613773,1634134111.7116156,38021591.19651864,0.07795453071594238,0.01920656977046682,5.31498097892773,0.004572334282196587,1663029094.4350991,9126608.473034998,0.2368640899658203,0.0018640462782517986,0.5158323756480195,0.013892993631357075,1665854479.642873,6301223.265261274,3.6968696117401123,0.0001682740464674296,0.04656601188603869,0.21683567981653215,1666114286.6158342,6041416.292299883,69.8877420425415,1.2340105438896316e-05,0.0034148432786029153,4.099185973049203
simple_reentrant_K800_I40_T1600_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1009_data.dat,1009,0,1683864036.5069036,18.755189180374146,3068,871,1600.0,1667.2483544829543,1.8369690011481057,1113.4586026894865,1.515021158253072e-07,39.045472728645365,1692957814.0281947,9093777.521291018,1651108395.2604542,41849418.767740384,0.07695603370666504,0.019452663954032414,3.601984012667944,0.004103186215108594,1680638848.0873692,12318965.940825358,0.2567727565765381,0.0019153496657751783,0.354658821593479,0.013690758014066363,1683565409.7070837,9392404.321110975,5.64175009727478,0.00017734614751880126,0.032838586508278936,0.300810087438544,1683842685.237649,9115128.790545719,106.33775067329407,1.2679924739644307e-05,0.0023478987917520586,5.66977755599332
simple_reentrant_K800_I40_T1200.0_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1000_data.dat,1000,0,709877961.05129,18.697230577468872,3019,880,1200.0,inf,1.363636363636364,648.8095339279521,1.0121243718665724e-10,23.024643929717158,710163597.60549,285636.554199934,691586178.5892117,18577419.016278267,0.07995438575744629,0.025767502959225856,64.03866099461075,0.0042762689065724765,708132156.9050957,2031440.7003942993,0.40376758575439453,0.002459301798310411,6.111977338069879,0.021595047677325823,709718187.166003,445410.43948699953,5.0650694370269775,0.00022507232799627873,0.559360778366029,0.27089944770380314,709866276.2114906,297321.39399938117,80.8244321346283,1.6460350145456773e-05,0.04090806875953365,4.322802342290516
simple_reentrant_K800_I40_T1200.0_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1001_data.dat,1001,0,707924957.9884553,28.639496326446533,4530,879,1200.0,1250.452810689998,1.3651877133105799,839.125672323009,1.0007756620171629e-09,29.04549742589179,708483352.9597756,558394.9713202715,689674479.5660591,18808873.393716514,0.07795500755310059,0.02578024438388831,32.68381586468218,0.002721940590872567,706131332.9467984,2352020.0129771745,0.3048272132873535,0.002533637247023226,3.212108156017323,0.010643595467350008,707760971.1845971,722381.7751784673,4.7562596797943115,0.00023164433180058902,0.29367528770981705,0.16607344017437362,707913077.3921411,570275.5676344475,84.26145625114441,1.678228204855822e-05,0.021276331135442448,2.942141694486958
simple_reentrant_K800_I40_T1200.0_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1002_data.dat,1002,0,731733187.0748081,21.81343102455139,3122,890,1200.0,1200.8635545453042,1.348314606741573,552.3348535827852,3.420993464523197e-08,22.633394258601324,731941942.448049,208755.3732408285,712821952.0845459,19119990.36350313,0.08195376396179199,0.025844440739202015,90.59041066428286,0.0037570322554737775,729898403.7423921,2043538.7056568451,0.2828366756439209,0.002507448568447175,8.789154999614489,0.012966170948787624,731567778.4032768,374164.0447721953,4.474422216415405,0.00022605052559199608,0.7923564742956088,0.20512234922508826,731720806.4504855,221135.99756348002,128.45272779464722,1.691958837092595e-05,0.0593068534258456,5.888698923615981
simple_reentrant_K800_I40_T1200.0_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1003_data.dat,1003,0,698093534.4800425,22.28814148902893,3166,873,1200.0,2150.972066767732,1.374570446735395,495.4967827358192,6.185302573497986e-12,21.741099627257505,698173799.6241819,80265.14413940907,680013548.3019487,18160251.32223315,0.08495378494262695,0.025899088424533496,225.2532699211428,0.0038116136773649087,696324935.3940073,1848864.2301745797,0.3008139133453369,0.0025334700848539836,22.034459727168336,0.013496590260493857,697932804.9190769,240994.70510489139,4.448437929153442,0.00023024072423933524,2.0024826802318834,0.1995876565725829,698081880.7329326,91918.89124929045,78.79813814163208,1.669367575300835e-05,0.1451906333045449,3.5354288369184803
simple_reentrant_K800_I40_T1200.0_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1004_data.dat,1004,0,711003925.617826,23.389521598815918,3451,877,1200.0,inf,1.3683010262257698,545.6133098475804,1.6186321172233642e-10,21.240018595685243,711078768.4164332,74842.79860723019,692582015.6919758,18496752.724457372,0.08095192909240723,0.0259097161943831,246.14138258681436,0.0034610339826918637,709195354.4807651,1883413.9356680869,0.2956271171569824,0.0025436865703509317,24.164931973644016,0.012639297298494057,710838195.262475,240573.1539581957,4.646334409713745,0.000233093446294202,2.2143794517987887,0.19865025413555115,710991437.8074993,87330.60893392598,91.36436414718628,1.7563630630934315e-05,0.16685386649196476,3.9062091869297384
simple_reentrant_K800_I40_T1200.0_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1005_data.dat,1005,0,712834549.780689,23.47847270965576,3157,912,1200.0,inf,1.3157894736842108,488.28428858387286,3.283290808124805e-08,21.13719658474171,712915361.8810778,80812.10038876534,694248294.2284873,18667067.652590506,0.07195901870727539,0.026073729953072555,229.99347205168843,0.003064893513183313,711018803.8466619,1896558.0344157931,0.2848241329193115,0.002547219315598074,22.46873828661749,0.012131288795551623,712669643.163939,245718.7171387755,4.823221445083618,0.00023133925930041607,2.0406178772323535,0.2054316524217531,712822759.308381,92602.57269679621,73.46268105506897,1.6540264934771103e-05,0.14589983741679868,3.1289378130996015
simple_reentrant_K800_I40_T1200.0_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1006_data.dat,1006,0,721479064.0405507,20.313294649124146,2634,892,1200.0,1212.3805457768024,1.345291479820628,912.3102635271886,1.296737298777433e-08,30.73852731087496,721655005.244014,175941.20346331596,702664165.410329,18990839.833685067,0.07295823097229004,0.02607823229803971,106.93855822206359,0.0035916493228948364,719631513.0305576,2023492.2134563506,0.30591297149658203,0.002560782567474741,10.500956988044317,0.015059741749464171,721308034.3308088,346970.9132053016,5.178017616271973,0.00023705429341796248,0.9720844598954084,0.2549078180429601,721466522.8813802,188482.36263386146,104.4388222694397,1.738256838709961e-05,0.07128039892690824,5.141402420111246
simple_reentrant_K800_I40_T1200.0_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1007_data.dat,1007,0,704102590.8637383,18.854151487350464,2532,885,1200.0,1220.217036270575,1.3559322033898311,766.7241693647129,1.3120932256940275e-08,27.519643617941437,704186852.0877471,84261.2240087986,685487774.205068,18699077.882679157,0.07095909118652344,0.026437648291898982,220.9179474621279,0.0037635791371534786,702290647.0500662,1896205.0376808485,0.3048245906829834,0.0025734088145440543,21.503886692683764,0.016167505118832574,703936228.2691411,250623.81860602248,5.222004175186157,0.0002362760722029771,1.974367172495052,0.27696840023215463,704090402.3273444,96449.76040273416,93.01140832901001,1.7310739304315882e-05,0.1446517842259546,4.933205739405073
simple_reentrant_K800_I40_T1200.0_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1008_data.dat,1008,0,714471205.6887085,18.91610026359558,2621,870,1200.0,inf,1.3793103448275859,551.2451491913667,2.855070609357144e-10,21.49841194732635,714655452.8521345,184247.1634259224,696225921.4764736,18429531.375660874,0.07095909118652344,0.02553676630627481,99.02613355331557,0.0037512537043951732,712709169.8838984,1946282.9682360303,0.2968153953552246,0.002466209681762624,9.563435181560036,0.01569115151744315,714312301.9610574,343150.89107702835,4.403463125228882,0.0002224074621704762,0.8624487058385248,0.23278916181806436,714459617.2723558,195835.5797786304,80.92937445640564,1.6219570866452835e-05,0.06289603670000161,4.278332918976744
simple_reentrant_K800_I40_T1200.0_ccs0_cs10_alpha_rate10.8_alpha_rate20.45_seed1009_data.dat,1009,0,723482910.6930809,19.678661823272705,2861,880,1200.0,inf,1.3636363636363635,490.50700295689904,8.75802099076716e-08,19.916761241281844,723741924.7807548,259014.0876739025,704691230.8053981,19050693.9753567,0.0999443531036377,0.02597390983248074,72.55080237697895,0.005078818570144838,721669606.0337936,2072318.7469612113,0.2958183288574219,0.0025063545143729827,7.000795499472024,0.015032441306937665,723314281.630609,427643.150145751,5.638760566711426,0.000233079537857094,0.6510420494353638,0.2865418704458258,723470883.5177641,271041.2629907627,122.1536316871643,1.6623993654996534e-05,0.04643444464689642,6.207415564339896
